Power,Clock,Temperature
51.150526,4396.4228515625,74.625
51.150526,4393.598358154297,74.625
50.29778,4392.557525634766,74.75
50.29778,4391.78955078125,74.875
50.29778,4390.592468261719,74.875
51.150526,4389.6051025390625,75.0
50.29778,4389.219970703125,75.125
51.150526,4389.037445068359,75.25
50.29778,4388.371520996094,75.25
48.986502,4388.208557128906,75.375
49.445034,4388.046203613281,75.375
50.29778,4387.988677978516,75.5
50.29778,4387.211700439453,75.5
51.150526,4386.654846191406,75.625
50.29778,4386.188720703125,75.625
51.150526,4385.914764404297,75.75
51.150526,4383.958587646484,75.875
51.150526,4383.868194580078,76.0
50.06456,4382.168395996094,76.0
50.06456,4381.690490722656,76.125
50.06456,4379.994354248047,76.25
51.150526,4378.806121826172,76.375
50.29778,4378.108642578125,76.5
50.06456,4377.646881103516,76.5
51.150526,4377.879455566406,76.625
50.06456,4376.844665527344,76.625
50.06456,4375.921875,76.75
50.06456,4374.890472412109,76.75
49.83134,4374.685791015625,76.75
50.06456,4372.833923339844,76.875
50.06456,4372.847900390625,76.875
50.06456,4372.0496826171875,77.0
50.06456,4371.8555908203125,77.0
51.150526,4371.291717529297,77.125
50.913352,4370.2142333984375,77.125
50.06456,4370.2269287109375,77.25
50.06456,4369.783111572266,77.25
50.06456,4369.217224121094,77.25
50.06456,4368.763702392578,77.375
50.06456,4368.328674316406,77.375
50.06456,4367.110412597656,77.5
50.06456,4366.836364746094,77.5
50.06456,4366.836486816406,77.625
50.06456,4366.085388183594,77.625
50.06456,4365.529541015625,77.75
50.913352,4364.972320556641,77.75
48.986502,4365.0028076171875,77.75
50.06456,4363.97802734375,77.875
50.06456,4363.515228271484,77.875
50.913352,4363.317138671875,77.875
50.06456,4362.680816650391,78.0
50.913352,4362.432220458984,78.0
50.06456,4362.247528076172,78.0
49.83134,4361.581481933594,78.125
50.06456,4361.741668701172,78.125
48.986502,4361.15234375,78.125
50.06456,4360.478271484375,78.125
50.913352,4360.098724365234,78.25
49.83134,4359.4200439453125,78.25
50.06456,4359.6121826171875,78.25
48.986502,4359.207183837891,78.375
50.06456,4359.104278564453,78.375
50.06456,4358.585968017578,78.375
50.913352,4358.27490234375,78.375
50.06456,4358.77392578125,78.375
48.986502,4358.2548828125,78.5
50.06456,4357.839385986328,78.5
48.986502,4356.756591796875,78.5
50.06456,4356.949951171875,78.5
50.06456,4355.7264404296875,78.625
49.83134,4355.1021728515625,78.625
50.06456,4354.585205078125,78.625
49.83134,4354.065155029297,78.75
50.913352,4353.8109130859375,78.75
50.06456,4353.388885498047,78.875
48.986502,4352.204254150391,78.875
50.06456,4352.316345214844,79.0
49.83134,4352.099700927734,79.0
50.06456,4351.168029785156,79.125
48.986502,4350.2454833984375,79.125
49.83134,4350.284484863281,79.25
50.913352,4350.026306152344,79.25
50.06456,4349.6805419921875,79.375
49.83134,4349.488983154297,79.375
48.986502,4347.8638916015625,79.375
50.06456,4347.98974609375,79.5
50.06456,4348.112548828125,79.5
49.83134,4348.426940917969,79.625
50.913352,4348.623046875,79.625
49.83134,4348.748321533203,79.625
49.83134,4349.330413818359,79.625
48.986502,4350.034606933594,79.625
49.83134,4350.28955078125,79.625
48.986502,4350.6900634765625,79.625
48.986502,4350.22412109375,79.625
49.83134,4349.214019775391,79.625
49.83134,4347.790954589844,79.625
50.06456,4347.244720458984,79.625
49.83134,4346.0802001953125,79.75
49.83134,4345.506103515625,79.75
49.83134,4344.353942871094,79.75
49.83134,4344.137908935547,79.875
49.83134,4343.779052734375,79.875
49.83134,4343.546203613281,80.0
50.676178,4343.1668701171875,80.0
49.83134,4343.014190673828,80.125
49.83134,4342.785980224609,80.125
49.83134,4343.08251953125,80.25
49.83134,4342.779235839844,80.25
49.83134,4342.331207275391,80.25
50.676178,4342.235290527344,80.375
50.676178,4342.1043701171875,80.375
49.83134,4342.106262207031,80.375
48.986502,4342.177429199219,80.375
49.83134,4342.10546875,80.5
49.83134,4342.0302734375,80.5
49.83134,4342.1044921875,80.5
48.986502,4341.88232421875,80.5
49.83134,4341.88232421875,80.5
48.986502,4341.882263183594,80.5
49.83134,4341.95654296875,80.5
49.83134,4341.88232421875,80.5
48.986502,4342.465667724609,80.5
49.83134,4342.3162841796875,80.5
48.986502,4341.95556640625,80.5
49.83134,4341.882263183594,80.5
49.83134,4340.353057861328,80.625
49.83134,4339.609191894531,80.625
48.719025,4339.626251220703,80.625
49.83134,4338.563049316406,80.75
49.55925,4337.789703369141,80.75
49.83134,4336.992584228516,80.875
49.55925,4336.803741455078,80.875
49.83134,4336.2034912109375,81.0
49.83134,4335.945770263672,81.0
49.83134,4335.456573486328,81.125
49.83134,4335.518157958984,81.125
49.83134,4335.758880615234,81.125
49.83134,4335.185546875,81.25
49.83134,4334.68017578125,81.25
50.676178,4333.844146728516,81.25
49.83134,4333.556365966797,81.25
49.83134,4334.1236572265625,81.375
49.83134,4334.145690917969,81.375
49.83134,4333.114562988281,81.375
50.676178,4333.118408203125,81.375
49.55925,4332.990509033203,81.5
49.83134,4332.819396972656,81.5
49.83134,4333.369659423828,81.5
49.83134,4331.67431640625,81.625
48.719025,4332.201721191406,81.625
49.83134,4332.009429931641,81.625
48.986502,4332.739685058594,81.625
49.83134,4332.813201904297,81.625
48.986502,4332.659393310547,81.625
49.55925,4332.924774169922,81.625
49.83134,4332.627990722656,81.625
49.55925,4330.874359130859,81.625
48.719025,4330.834381103516,81.625
49.55925,4328.4837646484375,81.75
49.83134,4327.385986328125,81.75
48.719025,4325.696136474609,81.875
48.719025,4325.707946777344,81.875
49.83134,4324.9979248046875,82.0
50.913352,4324.52294921875,82.0
49.55925,4324.124359130859,82.0
48.719025,4323.996520996094,82.125
49.83134,4323.5694580078125,82.125
48.719025,4323.2115478515625,82.125
49.55925,4323.26953125,82.25
48.719025,4323.223876953125,82.25
49.55925,4322.8355712890625,82.25
49.55925,4323.021545410156,82.25
50.913352,4323.236572265625,82.25
49.55925,4323.400390625,82.25
49.55925,4323.554595947266,82.25
49.55925,4323.23291015625,82.25
49.55925,4324.000793457031,82.25
48.719025,4323.401184082031,82.25
49.55925,4322.7733154296875,82.375
48.719025,4322.136566162109,82.375
48.719025,4322.922607421875,82.375
50.676178,4322.350402832031,82.375
50.913352,4322.150085449219,82.375
49.55925,4322.253723144531,82.375
48.719025,4322.302062988281,82.375
48.719025,4322.3623046875,82.375
48.719025,4322.645690917969,82.375
48.719025,4322.187438964844,82.5
50.06456,4321.984313964844,82.5
48.719025,4321.273498535156,82.5
48.719025,4321.089782714844,82.5
48.719025,4320.889556884766,82.5
49.55925,4319.928619384766,82.625
49.55925,4320.111572265625,82.625
50.913352,4319.8824462890625,82.75
48.719025,4319.470794677734,82.75
49.55925,4319.271911621094,82.875
49.55925,4318.912078857422,82.875
49.55925,4318.938537597656,83.0
49.55925,4319.011627197266,83.0
49.55925,4318.794403076172,83.0
49.55925,4318.857360839844,83.125
49.83134,4318.49853515625,83.125
49.55925,4318.49462890625,83.125
49.55925,4318.742156982422,83.125
49.55925,4318.616973876953,83.125
50.913352,4318.698425292969,83.125
49.55925,4318.707763671875,83.125
49.55925,4318.786651611328,83.125
49.55925,4318.769958496094,83.125
50.913352,4318.635345458984,83.125
49.55925,4318.469696044922,83.125
48.719025,4318.5921630859375,83.25
48.719025,4318.881408691406,83.25
49.55925,4318.652069091797,83.25
48.719025,4318.584777832031,83.25
49.55925,4318.641021728516,83.25
48.719025,4318.641021728516,83.25
48.719025,4318.742401123047,83.25
49.55925,4318.452545166016,83.25
49.55925,4318.451690673828,83.25
50.06456,4318.351806640625,83.25
48.719025,4318.08251953125,83.375
49.55925,4318.016387939453,83.375
49.55925,4317.593505859375,83.375
49.55925,4317.110290527344,83.375
49.55925,4316.207336425781,83.5
49.55925,4315.830413818359,83.5
49.55925,4314.7354736328125,83.625
49.55925,4313.649108886719,83.625
49.55925,4312.3121337890625,83.625
48.719025,4312.648010253906,83.75
49.55925,4311.892883300781,83.75
48.489759,4312.630523681641,83.75
49.55925,4311.336669921875,83.875
49.55925,4309.8387451171875,83.875
49.55925,4309.86767578125,83.875
48.719025,4311.170593261719,83.875
49.55925,4312.712585449219,83.875
48.719025,4311.489227294922,83.875
49.55925,4312.031524658203,83.875
49.55925,4311.595794677734,84.0
49.55925,4310.391693115234,84.0
48.489759,4310.6463623046875,84.0
48.489759,4308.587554931641,84.0
49.55925,4306.248840332031,84.0
49.55925,4306.205596923828,84.0
49.55925,4307.020690917969,84.0
49.32603,4305.9212646484375,84.0
48.986502,4306.045989990234,84.0
48.489759,4306.674468994141,84.0
48.719025,4304.484832763672,84.125
48.489759,4307.148956298828,84.125
49.55925,4305.556793212891,84.125
47.653488,4306.068603515625,84.125
48.986502,4302.993133544922,84.125
48.719025,4303.345764160156,84.125
49.32603,4302.271179199219,84.25
49.32603,4300.787292480469,84.25
48.489759,4301.446929931641,84.375
49.32603,4300.011627197266,84.375
49.83134,4299.278625488281,84.375
49.32603,4299.326171875,84.5
49.32603,4298.8699951171875,84.5
50.676178,4298.554443359375,84.625
48.489759,4298.4871826171875,84.625
50.399475,4298.643493652344,84.75
48.489759,4298.305389404297,84.75
48.489759,4298.39599609375,84.75
48.489759,4298.216400146484,84.75
48.489759,4298.183258056641,84.875
48.489759,4298.674346923828,84.875
48.489759,4298.563781738281,84.875
48.489759,4298.1507568359375,84.875
50.676178,4298.098937988281,84.875
48.986502,4298.011749267578,84.875
49.32603,4297.851745605469,84.875
48.489759,4297.861236572266,85.0
48.489759,4297.756896972656,85.0
49.32603,4297.0819091796875,85.0
48.489759,4297.620391845703,85.0
48.489759,4297.552429199219,85.0
48.489759,4297.255828857422,85.125
47.653488,4297.263153076172,85.125
49.32603,4297.423248291016,85.125
49.83134,4297.283111572266,85.125
49.32603,4297.287353515625,85.125
48.489759,4297.732818603516,85.125
49.32603,4297.304901123047,85.125
48.489759,4296.341735839844,85.125
48.489759,4296.015167236328,85.125
49.32603,4295.943298339844,85.25
49.32603,4295.5416259765625,85.25
48.489759,4294.532623291016,85.375
48.489759,4294.699920654297,85.5
49.32603,4294.200592041016,85.5
48.489759,4293.491790771484,85.625
49.32603,4293.978454589844,85.625
49.32603,4293.599029541016,85.75
49.32603,4292.891448974609,85.75
49.32603,4292.566345214844,85.75
48.489759,4291.507263183594,85.875
49.32603,4291.917907714844,85.875
48.489759,4291.742828369141,86.0
48.719025,4290.287780761719,86.0
48.489759,4290.171447753906,86.0
49.32603,4290.6435546875,86.0
49.32603,4290.932525634766,86.125
49.32603,4291.976348876953,86.125
49.32603,4292.0283203125,86.125
48.719025,4290.475372314453,86.125
48.489759,4288.303070068359,86.125
49.32603,4289.847503662109,86.125
49.32603,4291.512603759766,86.125
49.32603,4290.483337402344,86.125
48.489759,4289.689208984375,86.25
48.489759,4289.173583984375,86.25
48.489759,4289.356689453125,86.25
48.489759,4289.2362060546875,86.25
48.489759,4287.881256103516,86.25
48.489759,4289.531890869141,86.25
48.489759,4288.2291259765625,86.25
48.489759,4288.580596923828,86.25
49.55925,4288.390563964844,86.25
48.260493,4288.037841796875,86.375
49.32603,4287.185089111328,86.375
49.32603,4283.114318847656,86.375
48.260493,4281.621246337891,86.5
49.55925,4281.734161376953,86.5
49.55925,4280.195220947266,86.5
49.55925,4279.344879150391,86.625
49.09281,4279.145904541016,86.625
48.260493,4278.35693359375,86.625
49.32603,4279.135009765625,86.75
49.55925,4278.491607666016,86.75
49.09281,4277.797454833984,86.75
48.260493,4277.740020751953,86.875
48.260493,4277.467742919922,86.875
48.260493,4277.950042724609,86.875
49.55925,4278.45703125,86.875
48.260493,4278.837219238281,86.875
48.260493,4278.210754394531,86.875
49.55925,4278.222442626953,86.875
49.55925,4279.5396728515625,86.875
49.32603,4277.994354248047,86.875
48.260493,4277.5489501953125,87.0
47.03985,4277.515930175781,87.0
47.428176,4277.711242675781,87.0
48.260493,4277.845611572266,87.0
49.55925,4277.066436767578,87.0
49.55925,4277.433929443359,87.0
49.09281,4277.264251708984,87.125
48.489759,4278.260467529297,87.125
47.428176,4280.102478027344,87.125
48.719025,4280.8009033203125,87.125
48.489759,4279.740966796875,87.125
47.653488,4281.545318603516,87.125
47.428176,4281.945007324219,87.0
49.55925,4281.538604736328,87.0
47.428176,4281.657501220703,87.0
49.32603,4279.772186279297,87.0
48.719025,4278.644683837891,87.0
49.55925,4277.559051513672,87.0
50.399475,4279.3104248046875,87.125
48.260493,4278.488525390625,87.125
49.55925,4278.016815185547,87.125
48.260493,4277.66748046875,87.125
48.260493,4277.548309326172,87.125
49.55925,4277.324249267578,87.125
49.55925,4278.350830078125,87.125
48.260493,4277.9990234375,87.125
49.55925,4278.390808105469,87.125
48.260493,4277.592376708984,87.125
49.55925,4278.148223876953,87.125
49.09281,4278.490081787109,87.125
48.260493,4278.301818847656,87.125
47.428176,4278.254638671875,87.125
48.260493,4278.263763427734,87.125
49.55925,4278.697570800781,87.125
48.260493,4277.536560058594,87.125
48.719025,4277.180755615234,87.125
48.260493,4277.900390625,87.125
48.260493,4278.383392333984,87.125
48.260493,4278.750183105469,87.125
49.55925,4278.372955322266,87.125
48.260493,4278.751037597656,87.125
49.55925,4278.4293212890625,87.125
48.719025,4278.244293212891,87.125
48.260493,4278.142608642578,87.125
48.260493,4279.254577636719,87.125
47.428176,4278.013458251953,87.125
47.653488,4278.388763427734,87.125
49.55925,4278.014923095703,87.125
49.55925,4277.644683837891,87.125
49.09281,4277.2579345703125,87.125
50.162301,4276.513336181641,87.25
48.260493,4276.370208740234,87.25
49.55925,4276.2166748046875,87.25
49.09281,4275.8765869140625,87.25
49.55925,4275.6854248046875,87.375
48.260493,4275.685363769531,87.375
49.09281,4275.519836425781,87.375
48.260493,4275.685729980469,87.375
50.399475,4275.5389404296875,87.5
49.55925,4275.457702636719,87.5
48.260493,4275.658477783203,87.5
49.55925,4275.4901123046875,87.5
49.55925,4275.2979736328125,87.5
48.260493,4275.645812988281,87.5
49.55925,4275.614837646484,87.5
48.260493,4275.526550292969,87.625
49.09281,4275.770843505859,87.625
49.55925,4275.930023193359,87.625
48.260493,4275.644958496094,87.625
48.260493,4275.4552001953125,87.625
49.55925,4275.332580566406,87.625
48.260493,4276.0289306640625,87.625
47.428176,4275.634857177734,87.625
48.260493,4275.6077880859375,87.625
49.55925,4275.623046875,87.625
48.260493,4275.501770019531,87.625
49.55925,4275.469635009766,87.625
49.55925,4275.380432128906,87.625
49.55925,4275.914398193359,87.625
48.260493,4275.681976318359,87.625
49.55925,4275.515350341797,87.625
47.428176,4275.292205810547,87.625
48.260493,4275.248046875,87.625
48.260493,4274.80712890625,87.625
49.55925,4274.890594482422,87.75
48.260493,4274.336975097656,87.75
49.09281,4273.90234375,87.75
49.55925,4273.212829589844,87.875
48.260493,4273.7459716796875,87.875
48.260493,4273.4339599609375,87.875
50.399475,4273.238311767578,87.875
48.260493,4273.106353759766,88.0
48.260493,4272.949432373047,88.0
48.260493,4273.471588134766,88.0
48.260493,4272.778350830078,88.0
48.260493,4273.011383056641,88.0
50.399475,4272.692810058594,88.125
48.260493,4273.1121826171875,88.125
50.399475,4273.110412597656,88.125
48.260493,4273.094818115234,88.125
49.09281,4272.7149658203125,88.125
49.09281,4272.5308837890625,88.125
48.260493,4271.764984130859,88.25
48.489759,4271.292053222656,88.25
48.260493,4272.581024169922,88.375
49.09281,4273.33056640625,88.375
48.489759,4273.663726806641,88.25
48.260493,4274.10595703125,88.25
48.260493,4274.361755371094,88.25
48.260493,4274.2957763671875,88.25
47.428176,4273.766021728516,88.25
48.260493,4274.135284423828,88.25
48.260493,4274.1678466796875,88.125
48.260493,4273.682159423828,88.125
49.55925,4273.669891357422,88.125
48.260493,4273.200836181641,88.125
49.55925,4271.906036376953,88.125
48.260493,4271.469940185547,88.25
48.260493,4271.483642578125,88.25
48.260493,4271.107971191406,88.25
48.260493,4269.476409912109,88.25
49.32603,4270.321624755859,88.375
49.55925,4270.100402832031,88.375
48.260493,4268.744720458984,88.375
49.09281,4268.637664794922,88.5
49.32603,4268.6007080078125,88.5
48.260493,4268.391571044922,88.5
49.32603,4267.959411621094,88.5
49.32603,4268.770568847656,88.5
49.09281,4268.895446777344,88.5
49.09281,4270.482604980469,88.625
48.260493,4269.996368408203,88.625
48.260493,4269.87841796875,88.625
48.260493,4269.365203857422,88.625
49.32603,4268.721893310547,88.625
49.55925,4268.760711669922,88.625
49.32603,4268.935943603516,88.625
49.32603,4269.0615234375,88.625
48.260493,4270.015594482422,88.625
48.489759,4270.497619628906,88.625
48.260493,4270.735412597656,88.625
49.32603,4271.0654296875,88.625
48.260493,4270.483581542969,88.5
48.260493,4270.882995605469,88.5
48.260493,4270.247344970703,88.5
48.489759,4270.414825439453,88.5
49.32603,4267.901428222656,88.5
48.489759,4268.158966064453,88.625
48.260493,4265.751708984375,88.625
48.260493,4263.200225830078,88.625
48.031227,4264.560974121094,88.625
49.32603,4263.743621826172,88.75
49.32603,4261.8740234375,88.75
49.09281,4262.437805175781,88.75
48.260493,4262.900207519531,88.875
48.031227,4262.268127441406,88.875
49.32603,4262.326904296875,88.875
49.32603,4262.941955566406,88.875
48.031227,4262.024475097656,88.875
49.09281,4261.255218505859,88.875
50.162301,4261.329071044922,88.875
48.031227,4261.936096191406,88.875
48.489759,4262.702423095703,89.0
48.260493,4261.367950439453,89.0
48.031227,4261.664337158203,89.0
48.489759,4261.148864746094,89.0
48.489759,4260.983581542969,89.0
49.09281,4261.733703613281,89.0
48.489759,4263.222808837891,89.0
49.32603,4263.286407470703,89.0
49.32603,4263.176666259766,89.0
48.260493,4264.433502197266,89.0
48.489759,4265.184326171875,89.0
48.489759,4265.137542724609,89.0
48.489759,4263.8636474609375,89.0
49.09281,4264.319091796875,89.0
47.202864,4265.223449707031,89.0
48.031227,4261.236846923828,89.0
49.32603,4261.145660400391,89.0
47.202864,4259.974700927734,89.0
48.489759,4259.760314941406,89.0
49.32603,4258.393646240234,89.0
49.32603,4258.9852294921875,89.125
49.32603,4258.114929199219,89.125
49.32603,4257.944610595703,89.125
49.32603,4257.742767333984,89.125
49.32603,4256.955902099609,89.125
49.32603,4257.201904296875,89.25
49.32603,4257.020599365234,89.25
49.32603,4257.072174072266,89.25
49.32603,4257.322296142578,89.25
49.32603,4257.159698486328,89.25
49.32603,4257.4866943359375,89.375
48.031227,4256.883850097656,89.375
49.32603,4256.747406005859,89.375
49.32603,4256.7574462890625,89.375
48.031227,4256.478820800781,89.375
49.32603,4256.365753173828,89.375
48.031227,4255.918426513672,89.375
49.32603,4256.3402099609375,89.5
48.031227,4256.7532958984375,89.5
49.32603,4256.304840087891,89.5
48.031227,4257.544189453125,89.5
48.489759,4258.0655517578125,89.5
47.202864,4259.441955566406,89.5
49.32603,4258.092376708984,89.375
48.489759,4257.591064453125,89.375
48.031227,4256.034271240234,89.5
49.32603,4255.338958740234,89.5
49.32603,4255.089782714844,89.5
48.031227,4254.973968505859,89.625
49.32603,4255.186279296875,89.625
48.489759,4254.691314697266,89.625
49.32603,4254.677673339844,89.75
49.32603,4254.7249755859375,89.75
49.32603,4254.736267089844,89.75
49.32603,4254.548522949219,89.75
49.32603,4254.447509765625,89.75
49.32603,4254.807464599609,89.875
49.32603,4254.623565673828,89.875
48.489759,4254.361907958984,89.875
49.32603,4254.373291015625,89.875
49.32603,4254.498077392578,89.875
49.32603,4254.4388427734375,89.875
49.32603,4254.609649658203,89.875
47.202864,4254.816558837891,89.875
49.32603,4254.28369140625,89.875
48.489759,4254.2230224609375,89.875
47.202864,4254.104309082031,90.0
49.32603,4254.149871826172,90.0
49.32603,4253.928985595703,90.0
48.031227,4253.864898681641,90.0
49.32603,4254.157989501953,90.0
50.162301,4253.957916259766,90.0
49.32603,4253.839294433594,90.125
48.85959,4253.945281982422,90.125
48.031227,4253.807189941406,90.125
47.202864,4253.898651123047,90.125
49.32603,4253.7318115234375,90.125
49.32603,4253.736389160156,90.125
50.162301,4253.785217285156,90.125
49.32603,4253.499176025391,90.125
49.32603,4253.592346191406,90.125
48.031227,4253.546051025391,90.125
49.32603,4253.436676025391,90.125
47.202864,4253.3790283203125,90.125
49.32603,4253.345031738281,90.125
48.031227,4253.559356689453,90.125
48.489759,4253.366455078125,90.125
49.32603,4253.288482666016,90.125
49.32603,4253.122314453125,90.125
49.32603,4253.284881591797,90.125
49.32603,4253.059020996094,90.125
48.489759,4253.1693115234375,90.125
48.031227,4253.2305908203125,90.25
49.32603,4252.773986816406,90.25
48.031227,4252.7774658203125,90.25
48.489759,4253.091583251953,90.25
48.031227,4252.9312744140625,90.25
48.031227,4252.908020019531,90.25
48.85959,4252.8331298828125,90.25
48.489759,4252.681457519531,90.25
48.031227,4252.743469238281,90.25
49.32603,4252.862396240234,90.25
49.32603,4252.9873046875,90.25
49.32603,4252.851898193359,90.25
49.32603,4252.826080322266,90.375
48.031227,4252.777191162109,90.375
47.202864,4252.3834228515625,90.375
49.32603,4252.1654052734375,90.375
48.031227,4252.354797363281,90.375
48.031227,4252.545928955078,90.375
48.031227,4252.582580566406,90.375
49.32603,4252.440002441406,90.375
48.031227,4252.531341552734,90.375
49.32603,4252.239074707031,90.375
49.32603,4252.117889404297,90.375
48.031227,4252.120849609375,90.375
47.202864,4251.9595947265625,90.5
49.32603,4252.214447021484,90.5
49.32603,4251.734161376953,90.5
49.32603,4252.038604736328,90.5
48.031227,4251.575347900391,90.5
48.031227,4252.098785400391,90.5
49.32603,4252.164459228516,90.5
48.031227,4251.958221435547,90.5
49.32603,4251.543121337891,90.5
49.32603,4251.367218017578,90.625
49.32603,4251.619354248047,90.625
48.031227,4251.143341064453,90.625
49.32603,4251.1121826171875,90.625
49.32603,4251.042572021484,90.625
48.489759,4251.0023193359375,90.625
48.260493,4251.414764404297,90.625
48.031227,4250.954895019531,90.75
49.32603,4250.733612060547,90.75
48.031227,4250.9873046875,90.75
49.32603,4251.010498046875,90.75
47.202864,4251.033966064453,90.75
49.32603,4250.9658203125,90.75
48.031227,4251.069641113281,90.75
48.031227,4250.716125488281,90.75
48.85959,4250.593536376953,90.75
48.031227,4250.574981689453,90.75
49.09281,4250.716796875,90.75
49.32603,4250.931060791016,90.875
47.202864,4250.977355957031,90.875
48.031227,4250.1744384765625,90.875
48.260493,4250.13525390625,90.875
48.031227,4249.703125,90.875
49.32603,4250.015106201172,90.875
49.09281,4250.356781005859,90.875
49.32603,4250.803161621094,90.875
48.031227,4250.3839111328125,90.875
48.031227,4250.564147949219,90.875
49.09281,4250.644805908203,90.875
48.031227,4250.175079345703,90.875
47.202864,4250.0455322265625,90.875
49.32603,4249.837219238281,90.875
48.031227,4249.4560546875,90.875
48.031227,4249.515838623047,91.0
48.031227,4249.004669189453,91.0
48.031227,4248.79931640625,91.0
48.031227,4248.598236083984,91.0
48.031227,4248.578948974609,91.0
49.09281,4248.678924560547,91.0
48.031227,4248.75,91.0
49.32603,4248.059997558594,91.0
50.162301,4248.437042236328,91.125
48.85959,4248.2059326171875,91.125
49.32603,4248.166473388672,91.125
49.09281,4247.764923095703,91.125
48.031227,4247.609802246094,91.125
48.031227,4247.9140625,91.125
49.09281,4246.950408935547,91.125
48.031227,4247.454925537109,91.125
48.031227,4247.778717041016,91.125
48.031227,4247.549835205078,91.25
48.031227,4246.121917724609,91.25
48.031227,4246.535614013672,91.25
48.031227,4246.581207275391,91.25
47.202864,4246.405944824219,91.25
49.32603,4246.403228759766,91.25
48.031227,4245.924377441406,91.25
48.031227,4244.726226806641,91.25
50.162301,4245.932647705078,91.375
48.260493,4245.481018066406,91.375
48.260493,4244.776550292969,91.375
48.031227,4244.5272216796875,91.375
48.031227,4245.336364746094,91.375
48.031227,4244.934417724609,91.375
48.031227,4244.986846923828,91.375
48.031227,4246.413421630859,91.375
49.32603,4245.9515380859375,91.375
48.260493,4244.975433349609,91.375
49.09281,4245.289276123047,91.375
48.031227,4244.868560791016,91.375
48.260493,4244.783782958984,91.375
49.32603,4245.4993896484375,91.375
48.260493,4245.394592285156,91.375
48.031227,4243.245574951172,91.375
48.260493,4243.376647949219,91.5
48.260493,4243.482177734375,91.5
48.031227,4242.654602050781,91.5
49.09281,4242.5504150390625,91.5
48.260493,4243.617706298828,91.5
48.260493,4242.273498535156,91.5
48.031227,4241.226409912109,91.5
49.09281,4241.386688232422,91.5
48.031227,4242.8533935546875,91.5
48.85959,4243.951690673828,91.5
47.202864,4243.139556884766,91.5
47.202864,4243.570251464844,91.625
48.031227,4242.887420654297,91.625
48.260493,4242.806610107422,91.625
48.260493,4242.6453857421875,91.625
48.031227,4243.805694580078,91.625
49.09281,4242.545349121094,91.625
47.202864,4242.2705078125,91.625
48.260493,4241.998474121094,91.625
48.260493,4241.815490722656,91.625
48.260493,4243.120391845703,91.625
47.202864,4240.580993652344,91.625
48.260493,4242.069274902344,91.625
48.031227,4241.2523193359375,91.625
48.260493,4241.431427001953,91.625
48.031227,4242.70947265625,91.625
48.260493,4242.103210449219,91.625
48.260493,4241.928619384766,91.625
49.09281,4241.893341064453,91.625
